Trial_ID	File	Object	Condition	Trial_Start	Trial_End	Trial_Duration	Trial_Accuracy	Question_ID	Question_Order	Question	True_Answer	Sender_Answer	Sender_Answered_Guessed	Receiver_Answer	TMS_Intensity	Question_Start	Question_End	Question_Duration	Question_Accuracy
18	/20Questions/Questions-Object-02.csv	Snorkel	Control	"2015-02-27,00:35:39.420"	"2015-02-27,00:37:18.316"	98.897	0.667	52	1	Is it a vehicle?	No	No	True	No	43	"2015-02-27,00:35:43.161"	"2015-02-27,00:36:12.921"	29.759	1
18	/20Questions/Questions-Object-02.csv	Snorkel	Control	"2015-02-27,00:35:39.420"	"2015-02-27,00:37:18.316"	98.897	0.667	53	2	Does it float?	Yes	Yes	True	No	73	"2015-02-27,00:36:16.341"	"2015-02-27,00:36:45.591"	29.25	0
18	/20Questions/Questions-Object-02.csv	Snorkel	Control	"2015-02-27,00:35:39.420"	"2015-02-27,00:37:18.316"	98.897	0.667	54	3	Does it use power?	No	No	True	No	43	"2015-02-27,00:36:48.801"	"2015-02-27,00:37:18.316"	29.516	1
19	/20Questions/Questions-City-01.csv	New York	Experimental	"2015-02-27,00:38:20.875"	"2015-02-27,00:39:57.453"	96.579	1	55	1	Popular destination spot?	Yes	Yes	True	Yes	71	"2015-02-27,00:38:24.365"	"2015-02-27,00:38:54.519"	30.153	1
19	/20Questions/Questions-City-01.csv	New York	Experimental	"2015-02-27,00:38:20.875"	"2015-02-27,00:39:57.453"	96.579	1	56	2	West Coast?	No	No	True	No	39	"2015-02-27,00:38:57.145"	"2015-02-27,00:39:26.561"	29.415	1
19	/20Questions/Questions-City-01.csv	New York	Experimental	"2015-02-27,00:38:20.875"	"2015-02-27,00:39:57.453"	96.579	1	57	3	Has a football team?	Yes	Yes	True	Yes	69	"2015-02-27,00:39:29.342"	"2015-02-27,00:39:57.453"	28.112	1
20	/20Questions/Questions-Animal-01.csv	Sugar glider	Experimental	"2015-02-27,00:40:41.572"	"2015-02-27,00:42:22.217"	100.645	0.667	58	1	Is it a mammal?	Yes	Yes	True	No	71	"2015-02-27,00:40:45.286"	"2015-02-27,00:41:16.384"	31.098	0
20	/20Questions/Questions-Animal-01.csv	Sugar glider	Experimental	"2015-02-27,00:40:41.572"	"2015-02-27,00:42:22.217"	100.645	0.667	59	2	Is it a pet?	Yes	Yes	True	Yes	73	"2015-02-27,00:41:21.216"	"2015-02-27,00:41:49.513"	28.297	1
20	/20Questions/Questions-Animal-01.csv	Sugar glider	Experimental	"2015-02-27,00:40:41.572"	"2015-02-27,00:42:22.217"	100.645	0.667	60	3	Can it fly?	Yes	Yes	True	Yes	69	"2015-02-27,00:41:53.473"	"2015-02-27,00:42:22.217"	28.745	1
21	/20Questions/Questions-Vegetable-01.csv	Cucumber	Control	"2015-02-27,00:43:20.742"	"2015-02-27,00:44:57.927"	97.186	0	61	1	Green?	Yes	Yes	True	No	71	"2015-02-27,00:43:23.763"	"2015-02-27,00:43:53.247"	29.484	0
21	/20Questions/Questions-Vegetable-01.csv	Cucumber	Control	"2015-02-27,00:43:20.742"	"2015-02-27,00:44:57.927"	97.186	0	62	2	Grows on a vine?	Yes	Yes	True	No	71	"2015-02-27,00:43:56.437"	"2015-02-27,00:44:26.119"	29.682	0
21	/20Questions/Questions-Vegetable-01.csv	Cucumber	Control	"2015-02-27,00:43:20.742"	"2015-02-27,00:44:57.927"	97.186	0	63	3	Edible skin?	Yes	Yes	True	No	73	"2015-02-27,00:44:28.503"	"2015-02-27,00:44:57.927"	29.425	0
22	/20Questions/Questions-Fruit-01.csv	Blueberry	Control	"2015-02-27,00:45:49.792"	"2015-02-27,00:47:25.510"	95.719	0.333	64	1	Berry?	Yes	Yes	True	No	71	"2015-02-27,00:45:52.665"	"2015-02-27,00:46:22.098"	29.433	0
22	/20Questions/Questions-Fruit-01.csv	Blueberry	Control	"2015-02-27,00:45:49.792"	"2015-02-27,00:47:25.510"	95.719	0.333	65	2	Red?	No	No	True	No	39	"2015-02-27,00:46:24.463"	"2015-02-27,00:46:53.523"	29.061	1
22	/20Questions/Questions-Fruit-01.csv	Blueberry	Control	"2015-02-27,00:45:49.792"	"2015-02-27,00:47:25.510"	95.719	0.333	66	3	Smooth?	Yes	Yes	True	No	71	"2015-02-27,00:46:56.400"	"2015-02-27,00:47:25.510"	29.111	0
23	/20Questions/Questions-Family-01.csv	Uncle	Experimental	"2015-02-27,00:48:21.894"	"2015-02-27,00:49:57.691"	95.797	1	67	1	Likely older than you?	Yes	Yes	True	Yes	71	"2015-02-27,00:48:24.805"	"2015-02-27,00:48:53.776"	28.971	1
23	/20Questions/Questions-Family-01.csv	Uncle	Experimental	"2015-02-27,00:48:21.894"	"2015-02-27,00:49:57.691"	95.797	1	68	2	Female?	No	No	True	No	39	"2015-02-27,00:48:56.358"	"2015-02-27,00:49:25.605"	29.247	1
23	/20Questions/Questions-Family-01.csv	Uncle	Experimental	"2015-02-27,00:48:21.894"	"2015-02-27,00:49:57.691"	95.797	1	69	3	Immediate family?	No	No	True	No	39	"2015-02-27,00:49:28.490"	"2015-02-27,00:49:57.691"	29.201	1
