Trial_ID	File	Object	Condition	Trial_Start	Trial_End	Trial_Duration	Trial_Accuracy	Question_ID	Question_Order	Question	True_Answer	Sender_Answer	Sender_Answered_Guessed	Receiver_Answer	TMS_Intensity	Question_Start	Question_End	Question_Duration	Question_Accuracy
13	/20Questions/Questions-Object-01.csv	Baseball	Experimental	2015-02-06,00:29:18.318	2015-02-06,00:30:56.174	97.857	0.667	39	3	Is it man-made?	Yes	No	True	No	52	2015-02-06,00:30:27.834	2015-02-06,00:30:56.174	28.341	1.000
14	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:31:40.690	2015-02-06,00:33:20.111	99.421	1.000	40	1	Collee degree needed?	No	No	False	No	48	2015-02-06,00:31:44.453	2015-02-06,00:32:15.125	30.673	1.000
14	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:31:40.690	2015-02-06,00:33:20.111	99.421	1.000	41	2	Uniform required?	Yes	No	True	No	50	2015-02-06,00:32:18.520	2015-02-06,00:32:46.930	28.410	1.000
14	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:31:40.690	2015-02-06,00:33:20.111	99.421	1.000	42	3	Works in hospital?	Yes	No	True	No	50	2015-02-06,00:32:51.802	2015-02-06,00:33:20.111	28.309	1.000
15	/20Questions/Questions-Food-01.csv	Creme brulee	Control	2015-02-06,00:34:03.453	2015-02-06,00:35:38.671	95.218	1.000	43	1	Is it served cold?	No	No	True	No	52	2015-02-06,00:34:09.673	2015-02-06,00:34:37.710	28.037	1.000
15	/20Questions/Questions-Food-01.csv	Creme brulee	Control	2015-02-06,00:34:03.453	2015-02-06,00:35:38.671	95.218	1.000	44	2	Is it liquid?	No	No	True	No	48	2015-02-06,00:34:40.071	2015-02-06,00:35:08.357	28.286	1.000
15	/20Questions/Questions-Food-01.csv	Creme brulee	Control	2015-02-06,00:34:03.453	2015-02-06,00:35:38.671	95.218	1.000	45	3	Is it sweet?	Yes	No	True	No	50	2015-02-06,00:35:10.601	2015-02-06,00:35:38.671	28.070	1.000
16	/20Questions/Questions-Object-01.csv	Boat	Experimental	2015-02-06,00:36:31.335	2015-02-06,00:38:05.654	94.319	0.667	46	1	Does it float?	Yes	No	True	No	50	2015-02-06,00:36:35.276	2015-02-06,00:37:03.617	28.340	1.000
16	/20Questions/Questions-Object-01.csv	Boat	Experimental	2015-02-06,00:36:31.335	2015-02-06,00:38:05.654	94.319	0.667	47	2	Does it fit in a shoebox?	No	No	False	Yes	52	2015-02-06,00:37:05.190	2015-02-06,00:37:35.198	30.008	0.000
16	/20Questions/Questions-Object-01.csv	Boat	Experimental	2015-02-06,00:36:31.335	2015-02-06,00:38:05.654	94.319	0.667	48	3	Is it man-made?	Yes	Yes	True	Yes	67	2015-02-06,00:37:37.410	2015-02-06,00:38:05.654	28.245	1.000
17	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:38:56.582	2015-02-06,00:40:32.969	96.387	0.667	49	1	Uniform required?	Yes	Yes	True	No	67	2015-02-06,00:38:59.792	2015-02-06,00:39:28.911	29.119	0.000
17	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:38:56.582	2015-02-06,00:40:32.969	96.387	0.667	50	2	Collee degree needed?	No	No	False	No	50	2015-02-06,00:39:31.500	2015-02-06,00:40:01.599	30.100	1.000
17	/20Questions/Questions-Occupation-01.csv	Janitor	Control	2015-02-06,00:38:56.582	2015-02-06,00:40:32.969	96.387	0.667	51	3	Works in hospital?	Yes	No	True	No	48	2015-02-06,00:40:03.934	2015-02-06,00:40:32.969	29.035	1.000
18	/20Questions/Questions-Vegetable-01.csv	Tomato	Control	2015-02-06,00:41:21.875	2015-02-06,00:42:57.436	95.560	1.000	52	1	Green?	No	No	False	No	50	2015-02-06,00:41:25.196	2015-02-06,00:41:55.197	30.001	1.000
18	/20Questions/Questions-Vegetable-01.csv	Tomato	Control	2015-02-06,00:41:21.875	2015-02-06,00:42:57.436	95.560	1.000	53	2	Edible skin?	Yes	No	True	No	48	2015-02-06,00:41:58.486	2015-02-06,00:42:26.734	28.248	1.000
18	/20Questions/Questions-Vegetable-01.csv	Tomato	Control	2015-02-06,00:41:21.875	2015-02-06,00:42:57.436	95.560	1.000	54	3	Grows on a vine?	Yes	No	True	No	52	2015-02-06,00:42:29.046	2015-02-06,00:42:57.436	28.389	1.000
19	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2015-02-06,00:43:38.950	2015-02-06,00:45:15.694	96.743	0.667	55	1	Battery operated?	Yes	No	True	No	48	2015-02-06,00:43:43.164	2015-02-06,00:44:11.677	28.512	1.000
19	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2015-02-06,00:43:38.950	2015-02-06,00:45:15.694	96.743	0.667	56	2	Soft?	Yes	Yes	True	No	71	2015-02-06,00:44:15.806	2015-02-06,00:44:44.960	29.153	0.000
19	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2015-02-06,00:43:38.950	2015-02-06,00:45:15.694	96.743	0.667	57	3	Moveable parts?	No	No	True	No	48	2015-02-06,00:44:47.362	2015-02-06,00:45:15.694	28.331	1.000
20	/20Questions/Questions-Flavor-01.csv	Sugar	Experimental	2015-02-06,00:45:52.775	2015-02-06,00:47:34.213	101.439	0.667	58	1	Can be red?	No	No	False	No	52	2015-02-06,00:45:57.315	2015-02-06,00:46:27.973	30.658	1.000
20	/20Questions/Questions-Flavor-01.csv	Sugar	Experimental	2015-02-06,00:45:52.775	2015-02-06,00:47:34.213	101.439	0.667	59	2	Liquid?	No	No	True	No	48	2015-02-06,00:46:32.588	2015-02-06,00:47:02.131	29.543	1.000
20	/20Questions/Questions-Flavor-01.csv	Sugar	Experimental	2015-02-06,00:45:52.775	2015-02-06,00:47:34.213	101.439	0.667	60	3	Sweet?	Yes	No	False	Yes	52	2015-02-06,00:47:04.581	2015-02-06,00:47:34.213	29.633	0.000
