Trial_ID	File	Object	Condition	Trial_Start	Trial_End	Trial_Duration	Trial_Accuracy	Question_ID	Question_Order	Question	True_Answer	Sender_Answer	Sender_Answered_Guessed	Receiver_Answer	TMS_Intensity	Question_Start	Question_End	Question_Duration	Question_Accuracy
8	/20Questions/Questions-Flavor-01.csv	Maple Syrup	Experimental	2014-12-30,00:33:19.546	2014-12-30,00:35:14.729	115.182	1.000	23	2	Can be red?	No	No	False	No	42	2014-12-30,00:34:03.392	2014-12-30,00:34:36.453	33.061	1.000
8	/20Questions/Questions-Flavor-01.csv	Maple Syrup	Experimental	2014-12-30,00:33:19.546	2014-12-30,00:35:14.729	115.182	1.000	24	3	Liquid?	Yes	Yes	False	Yes	62	2014-12-30,00:34:41.344	2014-12-30,00:35:14.729	33.385	1.000
9	/20Questions/Questions-Food-01.csv	Soup	Control	2014-12-30,00:35:57.118	2014-12-30,00:37:47.826	110.709	1.000	25	1	Is it liquid?	Yes	Yes	False	Yes	66	2014-12-30,00:36:04.690	2014-12-30,00:36:37.056	32.367	1.000
9	/20Questions/Questions-Food-01.csv	Soup	Control	2014-12-30,00:35:57.118	2014-12-30,00:37:47.826	110.709	1.000	26	2	Is it sweet?	No	No	False	No	46	2014-12-30,00:36:40.578	2014-12-30,00:37:11.674	31.095	1.000
9	/20Questions/Questions-Food-01.csv	Soup	Control	2014-12-30,00:35:57.118	2014-12-30,00:37:47.826	110.709	1.000	27	3	Is it served cold?	No	No	False	No	46	2014-12-30,00:37:15.760	2014-12-30,00:37:47.826	32.066	1.000
10	/20Questions/Questions-Fruit-01.csv	Cherry	Control	2014-12-30,00:38:33.164	2014-12-30,00:40:27.288	114.124	1.000	28	1	Red?	Yes	Yes	False	Yes	66	2014-12-30,00:38:36.799	2014-12-30,00:39:10.874	34.075	1.000
10	/20Questions/Questions-Fruit-01.csv	Cherry	Control	2014-12-30,00:38:33.164	2014-12-30,00:40:27.288	114.124	1.000	29	2	Berry?	Yes	Yes	False	Yes	64	2014-12-30,00:39:13.786	2014-12-30,00:39:46.930	33.143	1.000
10	/20Questions/Questions-Fruit-01.csv	Cherry	Control	2014-12-30,00:38:33.164	2014-12-30,00:40:27.288	114.124	1.000	30	3	Smooth?	Yes	Yes	False	Yes	64	2014-12-30,00:39:52.927	2014-12-30,00:40:27.288	34.361	1.000
11	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2014-12-30,00:41:11.858	2014-12-30,00:43:01.230	109.373	1.000	31	1	Sit on?	Yes	Yes	False	Yes	62	2014-12-30,00:41:15.217	2014-12-30,00:41:46.661	31.443	1.000
11	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2014-12-30,00:41:11.858	2014-12-30,00:43:01.230	109.373	1.000	32	2	Fabric?	No	No	False	No	42	2014-12-30,00:41:53.246	2014-12-30,00:42:24.951	31.706	1.000
11	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2014-12-30,00:41:11.858	2014-12-30,00:43:01.230	109.373	1.000	33	3	Likely multi-person use at once?	Yes	Yes	False	Yes	64	2014-12-30,00:42:28.911	2014-12-30,00:43:01.230	32.320	1.000
12	/20Questions/Questions-Object-01.csv	Mountain	Control	2014-12-30,00:44:34.805	2014-12-30,00:46:18.634	103.830	1.000	34	1	Does it float?	No	No	False	No	44	2014-12-30,00:44:39.325	2014-12-30,00:45:09.805	30.480	1.000
12	/20Questions/Questions-Object-01.csv	Mountain	Control	2014-12-30,00:44:34.805	2014-12-30,00:46:18.634	103.830	1.000	35	2	Does it fit in a shoebox?	No	No	False	No	46	2014-12-30,00:45:11.967	2014-12-30,00:45:41.644	29.676	1.000
12	/20Questions/Questions-Object-01.csv	Mountain	Control	2014-12-30,00:44:34.805	2014-12-30,00:46:18.634	103.830	1.000	36	3	Is it man-made?	No	No	False	No	44	2014-12-30,00:45:47.000	2014-12-30,00:46:18.634	31.634	1.000
13	/20Questions/Questions-Object-02.csv	Snorkel	Control	2014-12-30,00:47:01.194	2014-12-30,00:48:58.068	116.873	0.667	37	1	Does it use power?	No	No	False	No	46	2014-12-30,00:47:07.321	2014-12-30,00:47:38.384	31.064	1.000
13	/20Questions/Questions-Object-02.csv	Snorkel	Control	2014-12-30,00:47:01.194	2014-12-30,00:48:58.068	116.873	0.667	38	2	Is it a vehicle?	No	No	False	No	44	2014-12-30,00:47:43.627	2014-12-30,00:48:14.563	30.937	1.000
13	/20Questions/Questions-Object-02.csv	Snorkel	Control	2014-12-30,00:47:01.194	2014-12-30,00:48:58.068	116.873	0.667	39	3	Does it float?	Yes	Yes	False	No	64	2014-12-30,00:48:17.709	2014-12-30,00:48:58.068	40.359	0.000
14	/20Questions/Questions-Occupation-01.csv	Teacher	Experimental	2014-12-30,00:49:54.875	2014-12-30,00:51:49.538	114.663	1.000	40	1	Uniform required?	No	No	False	No	46	2014-12-30,00:50:03.227	2014-12-30,00:50:40.848	37.620	1.000
14	/20Questions/Questions-Occupation-01.csv	Teacher	Experimental	2014-12-30,00:49:54.875	2014-12-30,00:51:49.538	114.663	1.000	41	2	Works in hospital?	No	No	False	No	42	2014-12-30,00:50:43.788	2014-12-30,00:51:15.474	31.687	1.000
14	/20Questions/Questions-Occupation-01.csv	Teacher	Experimental	2014-12-30,00:49:54.875	2014-12-30,00:51:49.538	114.663	1.000	42	3	Collee degree needed?	Yes	Yes	False	Yes	62	2014-12-30,00:51:17.819	2014-12-30,00:51:49.538	31.718	1.000
15	/20Questions/Questions-Sporting-01.csv	Baseball	Control	2014-12-30,00:53:25.931	2014-12-30,00:55:05.036	99.104	0.333	43	1	Use a stick?	Yes	Yes	False	Yes	66	2014-12-30,00:53:29.384	2014-12-30,00:54:00.207	30.822	1.000
15	/20Questions/Questions-Sporting-01.csv	Baseball	Control	2014-12-30,00:53:25.931	2014-12-30,00:55:05.036	99.104	0.333	44	2	Use a ball?	Yes	Yes	False	No	62	2014-12-30,00:54:02.926	2014-12-30,00:54:32.966	30.040	0.000
15	/20Questions/Questions-Sporting-01.csv	Baseball	Control	2014-12-30,00:53:25.931	2014-12-30,00:55:05.036	99.104	0.333	45	3	Individual sport?	No	No	False	Yes	46	2014-12-30,00:54:34.914	2014-12-30,00:55:05.036	30.122	0.000
16	/20Questions/Questions-Vegetable-01.csv	Cucumber	Experimental	2014-12-30,00:56:37.767	2014-12-30,00:58:20.726	102.958	1.000	46	1	Grows on a vine?	Yes	Yes	False	Yes	64	2014-12-30,00:56:41.798	2014-12-30,00:57:11.767	29.970	1.000
16	/20Questions/Questions-Vegetable-01.csv	Cucumber	Experimental	2014-12-30,00:56:37.767	2014-12-30,00:58:20.726	102.958	1.000	47	2	Edible skin?	Yes	Yes	False	Yes	66	2014-12-30,00:57:17.352	2014-12-30,00:57:47.776	30.424	1.000
16	/20Questions/Questions-Vegetable-01.csv	Cucumber	Experimental	2014-12-30,00:56:37.767	2014-12-30,00:58:20.726	102.958	1.000	48	3	Green?	Yes	Yes	False	Yes	64	2014-12-30,00:57:50.380	2014-12-30,00:58:20.726	30.346	1.000
17	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2014-12-30,00:58:58.599	2014-12-30,01:00:47.549	108.949	0.667	49	1	Moveable parts?	No	No	False	No	44	2014-12-30,00:59:03.296	2014-12-30,00:59:36.408	33.113	1.000
17	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2014-12-30,00:58:58.599	2014-12-30,01:00:47.549	108.949	0.667	50	2	Soft?	Yes	Yes	True	No	64	2014-12-30,00:59:40.680	2014-12-30,01:00:13.176	32.495	0.000
17	/20Questions/Questions-Toy-01.csv	Glow worm	Control	2014-12-30,00:58:58.599	2014-12-30,01:00:47.549	108.949	0.667	51	3	Battery operated?	Yes	No	False	No	42	2014-12-30,01:00:17.201	2014-12-30,01:00:47.549	30.347	1.000
18	/20Questions/Questions-Vehicle-01.csv	Car	Experimental	2014-12-30,01:01:34.415	2014-12-30,01:03:13.539	99.124	0.333	52	1	4 wheels?	Yes	Yes	False	No	62	2014-12-30,01:01:37.852	2014-12-30,01:02:08.200	30.348	0.000
18	/20Questions/Questions-Vehicle-01.csv	Car	Experimental	2014-12-30,01:01:34.415	2014-12-30,01:03:13.539	99.124	0.333	53	2	Engine?	Yes	Yes	False	No	62	2014-12-30,01:02:11.069	2014-12-30,01:02:41.065	29.996	0.000
18	/20Questions/Questions-Vehicle-01.csv	Car	Experimental	2014-12-30,01:01:34.415	2014-12-30,01:03:13.539	99.124	0.333	54	3	Accomodates more than 1 person?	Yes	Yes	False	Yes	64	2014-12-30,01:02:43.290	2014-12-30,01:03:13.539	30.249	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Experimental	2014-12-30,01:04:27.706	2014-12-30,01:06:08.867	101.161	1.000	55	1	Soft?	Yes	Yes	False	Yes	64	2014-12-30,01:04:32.443	2014-12-30,01:05:02.877	30.434	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Experimental	2014-12-30,01:04:27.706	2014-12-30,01:06:08.867	101.161	1.000	56	2	Battery operated?	No	No	False	No	46	2014-12-30,01:05:05.358	2014-12-30,01:05:36.046	30.687	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Experimental	2014-12-30,01:04:27.706	2014-12-30,01:06:08.867	101.161	1.000	57	3	Moveable parts?	Yes	Yes	False	Yes	66	2014-12-30,01:05:38.509	2014-12-30,01:06:08.867	30.357	1.000
20	/20Questions/Questions-Flavor-01.csv	Sprinkles	Control	2014-12-30,01:06:59.302	2014-12-30,01:08:47.697	108.396	0.333	58	1	Can be red?	Yes	Yes	False	No	62	2014-12-30,01:07:07.642	2014-12-30,01:07:38.173	30.530	0.000
20	/20Questions/Questions-Flavor-01.csv	Sprinkles	Control	2014-12-30,01:06:59.302	2014-12-30,01:08:47.697	108.396	0.333	59	2	Sweet?	Yes	Yes	False	No	62	2014-12-30,01:07:41.513	2014-12-30,01:08:12.388	30.875	0.000
20	/20Questions/Questions-Flavor-01.csv	Sprinkles	Control	2014-12-30,01:06:59.302	2014-12-30,01:08:47.697	108.396	0.333	60	3	Liquid?	No	No	False	No	46	2014-12-30,01:08:17.648	2014-12-30,01:08:47.697	30.050	1.000
