Trial_ID	File	Object	Condition	Trial_Start	Trial_End	Trial_Duration	Trial_Accuracy	Question_ID	Question_Order	Question	True_Answer	Sender_Answer	Sender_Answered_Guessed	Receiver_Answer	TMS_Intensity	Question_Start	Question_End	Question_Duration	Question_Accuracy
6	/20Questions/Questions-Flavor-01.csv	Sprinkles	Experimental	2015-02-03,00:18:01.344	2015-02-03,00:19:40.289	98.946	0.667	19	3	Can be red?	Yes	Yes	False	Yes	69	2015-02-03,00:19:09.894	2015-02-03,00:19:40.289	30.395	1.000
7	/20Questions/Questions-Food-01.csv	Beef jerky	Control	2015-02-03,00:19:44.582	2015-02-03,00:22:01.987	137.405	0.667	20	1	Is it sweet?	No	No	True	No	48	2015-02-03,00:20:26.174	2015-02-03,00:20:56.510	30.336	1.000
7	/20Questions/Questions-Food-01.csv	Beef jerky	Control	2015-02-03,00:19:44.582	2015-02-03,00:22:01.987	137.405	0.667	21	2	Is it served cold?	Yes	Yes	False	No	67	2015-02-03,00:20:59.108	2015-02-03,00:21:29.499	30.390	0.000
7	/20Questions/Questions-Food-01.csv	Beef jerky	Control	2015-02-03,00:19:44.582	2015-02-03,00:22:01.987	137.405	0.667	22	3	Is it liquid?	No	No	True	No	48	2015-02-03,00:21:31.667	2015-02-03,00:22:01.987	30.321	1.000
8	/20Questions/Questions-Fruit-01.csv	Blackberry	Control	2015-02-03,00:22:36.871	2015-02-03,00:24:16.453	99.583	0.667	23	1	Berry?	Yes	Yes	False	No	65	2015-02-03,00:22:39.773	2015-02-03,00:23:10.134	30.360	0.000
8	/20Questions/Questions-Fruit-01.csv	Blackberry	Control	2015-02-03,00:22:36.871	2015-02-03,00:24:16.453	99.583	0.667	24	2	Smooth?	No	No	True	No	48	2015-02-03,00:23:12.723	2015-02-03,00:23:43.040	30.317	1.000
8	/20Questions/Questions-Fruit-01.csv	Blackberry	Control	2015-02-03,00:22:36.871	2015-02-03,00:24:16.453	99.583	0.667	25	3	Red?	No	No	True	No	44	2015-02-03,00:23:45.361	2015-02-03,00:24:16.453	31.093	1.000
9	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2015-02-03,00:25:09.457	2015-02-03,00:26:51.881	102.424	1.000	26	1	Sit on?	Yes	Yes	False	Yes	65	2015-02-03,00:25:13.542	2015-02-03,00:25:44.259	30.717	1.000
9	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2015-02-03,00:25:09.457	2015-02-03,00:26:51.881	102.424	1.000	27	2	Fabric?	No	No	True	No	44	2015-02-03,00:25:47.444	2015-02-03,00:26:19.194	31.751	1.000
9	/20Questions/Questions-Furniture-01.csv	Bench	Experimental	2015-02-03,00:25:09.457	2015-02-03,00:26:51.881	102.424	1.000	28	3	Likely multi-person use at once?	Yes	Yes	False	Yes	69	2015-02-03,00:26:21.868	2015-02-03,00:26:51.881	30.012	1.000
10	/20Questions/Questions-Kitchen-01.csv	Pot	Experimental	2015-02-03,00:27:43.572	2015-02-03,00:29:23.479	99.907	1.000	29	1	Shiny?	Yes	Yes	True	Yes	67	2015-02-03,00:27:46.109	2015-02-03,00:28:14.132	28.023	1.000
10	/20Questions/Questions-Kitchen-01.csv	Pot	Experimental	2015-02-03,00:27:43.572	2015-02-03,00:29:23.479	99.907	1.000	30	2	Can hold a lot of liquid?	Yes	Yes	False	Yes	65	2015-02-03,00:28:17.691	2015-02-03,00:28:47.296	29.605	1.000
10	/20Questions/Questions-Kitchen-01.csv	Pot	Experimental	2015-02-03,00:27:43.572	2015-02-03,00:29:23.479	99.907	1.000	31	3	Heavy?	Yes	Yes	False	Yes	69	2015-02-03,00:28:49.630	2015-02-03,00:29:23.479	33.849	1.000
11	/20Questions/Questions-Object-01.csv	Baseball	Control	2015-02-03,00:30:14.424	2015-02-03,00:31:56.398	101.975	0.000	32	1	Is it man-made?	Yes	Yes	False	No	65	2015-02-03,00:30:17.036	2015-02-03,00:30:48.309	31.272	0.000
11	/20Questions/Questions-Object-01.csv	Baseball	Control	2015-02-03,00:30:14.424	2015-02-03,00:31:56.398	101.975	0.000	33	2	Does it float?	Yes	Yes	False	No	69	2015-02-03,00:30:53.404	2015-02-03,00:31:24.726	31.323	0.000
11	/20Questions/Questions-Object-01.csv	Baseball	Control	2015-02-03,00:30:14.424	2015-02-03,00:31:56.398	101.975	0.000	34	3	Does it fit in a shoebox?	Yes	Yes	False	No	67	2015-02-03,00:31:26.509	2015-02-03,00:31:56.398	29.889	0.000
12	/20Questions/Questions-Occupation-01.csv	Pilot	Experimental	2015-02-03,00:32:55.744	2015-02-03,00:34:34.145	98.401	1.000	35	1	Works in hospital?	No	No	True	No	48	2015-02-03,00:32:58.308	2015-02-03,00:33:27.684	29.377	1.000
12	/20Questions/Questions-Occupation-01.csv	Pilot	Experimental	2015-02-03,00:32:55.744	2015-02-03,00:34:34.145	98.401	1.000	36	2	Uniform required?	Yes	Yes	False	Yes	67	2015-02-03,00:33:29.828	2015-02-03,00:34:01.556	31.729	1.000
12	/20Questions/Questions-Occupation-01.csv	Pilot	Experimental	2015-02-03,00:32:55.744	2015-02-03,00:34:34.145	98.401	1.000	37	3	Collee degree needed?	Yes	Yes	False	Yes	69	2015-02-03,00:34:03.841	2015-02-03,00:34:34.145	30.305	1.000
13	/20Questions/Questions-Sporting-01.csv	Soccer	Experimental	2015-02-03,00:35:16.369	2015-02-03,00:36:56.414	100.044	1.000	38	1	Use a stick?	No	No	True	No	44	2015-02-03,00:35:20.313	2015-02-03,00:35:49.361	29.047	1.000
13	/20Questions/Questions-Sporting-01.csv	Soccer	Experimental	2015-02-03,00:35:16.369	2015-02-03,00:36:56.414	100.044	1.000	39	2	Use a ball?	Yes	Yes	False	Yes	69	2015-02-03,00:35:52.078	2015-02-03,00:36:23.316	31.238	1.000
13	/20Questions/Questions-Sporting-01.csv	Soccer	Experimental	2015-02-03,00:35:16.369	2015-02-03,00:36:56.414	100.044	1.000	40	3	Individual sport?	No	No	True	No	44	2015-02-03,00:36:26.282	2015-02-03,00:36:56.414	30.131	1.000
14	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:37:37.608	2015-02-03,00:39:15.454	97.847	0.333	41	1	Battery operated?	No	No	True	No	44	2015-02-03,00:37:40.592	2015-02-03,00:38:09.601	29.008	1.000
14	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:37:37.608	2015-02-03,00:39:15.454	97.847	0.333	42	2	Moveable parts?	Yes	Yes	False	No	67	2015-02-03,00:38:11.581	2015-02-03,00:38:41.974	30.394	0.000
14	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:37:37.608	2015-02-03,00:39:15.454	97.847	0.333	43	3	Soft?	Yes	Yes	False	No	67	2015-02-03,00:38:44.130	2015-02-03,00:39:15.454	31.325	0.000
15	/20Questions/Questions-Vegetable-01.csv	Acorn Squash	Control	2015-02-03,00:40:08.921	2015-02-03,00:41:51.605	102.685	0.000	44	1	Grows on a vine?	Yes	Yes	False	No	69	2015-02-03,00:40:13.905	2015-02-03,00:40:44.572	30.667	0.000
15	/20Questions/Questions-Vegetable-01.csv	Acorn Squash	Control	2015-02-03,00:40:08.921	2015-02-03,00:41:51.605	102.685	0.000	45	2	Green?	Yes	Yes	False	No	67	2015-02-03,00:40:46.783	2015-02-03,00:41:19.948	33.165	0.000
15	/20Questions/Questions-Vegetable-01.csv	Acorn Squash	Control	2015-02-03,00:40:08.921	2015-02-03,00:41:51.605	102.685	0.000	46	3	Edible skin?	No	Yes	True	No	67	2015-02-03,00:41:22.061	2015-02-03,00:41:51.605	29.545	0.000
16	/20Questions/Questions-Vehicle-01.csv	Handcar	Experimental	2015-02-03,00:42:39.595	2015-02-03,00:44:18.438	98.844	1.000	47	1	4 wheels?	Yes	Yes	False	Yes	69	2015-02-03,00:42:43.092	2015-02-03,00:43:14.042	30.950	1.000
16	/20Questions/Questions-Vehicle-01.csv	Handcar	Experimental	2015-02-03,00:42:39.595	2015-02-03,00:44:18.438	98.844	1.000	48	2	Engine?	No	No	True	No	44	2015-02-03,00:43:16.822	2015-02-03,00:43:45.726	28.905	1.000
16	/20Questions/Questions-Vehicle-01.csv	Handcar	Experimental	2015-02-03,00:42:39.595	2015-02-03,00:44:18.438	98.844	1.000	49	3	Accomodates more than 1 person?	Yes	Yes	False	Yes	69	2015-02-03,00:43:47.895	2015-02-03,00:44:18.438	30.543	1.000
17	/20Questions/Questions-Flavor-01.csv	Salt	Control	2015-02-03,00:45:10.571	2015-02-03,00:46:43.378	92.807	1.000	50	1	Liquid?	No	No	True	No	46	2015-02-03,00:45:13.115	2015-02-03,00:45:41.700	28.585	1.000
17	/20Questions/Questions-Flavor-01.csv	Salt	Control	2015-02-03,00:45:10.571	2015-02-03,00:46:43.378	92.807	1.000	51	2	Sweet?	No	No	True	No	48	2015-02-03,00:45:43.963	2015-02-03,00:46:12.766	28.804	1.000
17	/20Questions/Questions-Flavor-01.csv	Salt	Control	2015-02-03,00:45:10.571	2015-02-03,00:46:43.378	92.807	1.000	52	3	Can be red?	No	No	True	No	48	2015-02-03,00:46:14.598	2015-02-03,00:46:43.378	28.780	1.000
18	/20Questions/Questions-Food-01.csv	Tiramisu	Control	2015-02-03,00:47:24.882	2015-02-03,00:49:00.006	95.123	0.333	53	1	Is it sweet?	Yes	Yes	False	No	69	2015-02-03,00:47:27.411	2015-02-03,00:47:57.164	29.753	0.000
18	/20Questions/Questions-Food-01.csv	Tiramisu	Control	2015-02-03,00:47:24.882	2015-02-03,00:49:00.006	95.123	0.333	54	2	Is it served cold?	Yes	Yes	False	No	67	2015-02-03,00:47:59.394	2015-02-03,00:48:29.367	29.972	0.000
18	/20Questions/Questions-Food-01.csv	Tiramisu	Control	2015-02-03,00:47:24.882	2015-02-03,00:49:00.006	95.123	0.333	55	3	Is it liquid?	No	No	True	No	48	2015-02-03,00:48:31.756	2015-02-03,00:49:00.006	28.250	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:50:02.765	2015-02-03,00:51:41.142	98.378	1.000	56	1	Battery operated?	No	No	True	No	44	2015-02-03,00:50:05.216	2015-02-03,00:50:33.651	28.436	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:50:02.765	2015-02-03,00:51:41.142	98.378	1.000	57	2	Moveable parts?	Yes	Yes	False	Yes	69	2015-02-03,00:50:38.414	2015-02-03,00:51:08.447	30.033	1.000
19	/20Questions/Questions-Toy-01.csv	Stuffed animal	Control	2015-02-03,00:50:02.765	2015-02-03,00:51:41.142	98.378	1.000	58	3	Soft?	Yes	Yes	False	Yes	67	2015-02-03,00:51:10.661	2015-02-03,00:51:41.142	30.481	1.000
20	/20Questions/Questions-Object-02.csv	Kayak	Experimental	2015-02-03,00:52:30.177	2015-02-03,00:54:09.608	99.432	1.000	59	1	Is it a vehicle?	Yes	Yes	False	Yes	65	2015-02-03,00:52:32.733	2015-02-03,00:53:02.263	29.531	1.000
20	/20Questions/Questions-Object-02.csv	Kayak	Experimental	2015-02-03,00:52:30.177	2015-02-03,00:54:09.608	99.432	1.000	60	2	Does it use power?	No	No	True	No	46	2015-02-03,00:53:04.178	2015-02-03,00:53:36.276	32.097	1.000
20	/20Questions/Questions-Object-02.csv	Kayak	Experimental	2015-02-03,00:52:30.177	2015-02-03,00:54:09.608	99.432	1.000	61	3	Does it float?	Yes	Yes	False	Yes	69	2015-02-03,00:53:38.956	2015-02-03,00:54:09.608	30.653	1.000
